image_id,image_category
Images/dress/5aa81e8e0f2380bfe94f8014d139a3aa.jpg,dress
Images/dress/187c94304fcdc262fdfc24ab20aa412a.jpg,dress
Images/dress/97b5a88abd5a90440426fec4d4a1b46e.jpg,dress
Images/dress/d30e5049069e81fe4daa0e9fa2938eb0.jpg,dress
Images/dress/502d62d65653e10ed6ffce174ba9aa90.jpg,dress
Images/dress/b18e46966f7dd317c826642090fe2113.jpg,dress
Images/dress/8bb0810e2a710797df3bf57cf200c20f.jpg,dress
Images/dress/3c48b6d6e822a35ff3f7c7a359bbbe7c.jpg,dress
Images/dress/2d93003dfde31937b9948759d4df355c.jpg,dress
Images/dress/d635d4fbb03846a61163a34c90459eeb.jpg,dress
Images/dress/30e90650cbf5385c8badea7216a2017d.jpg,dress
Images/dress/30293a7bf0615c4a00958711d4400c20.jpg,dress
Images/dress/b7f98525dd74f320030ea86a41015e9a.jpg,dress
Images/dress/f1bdf1ce1729887b02d72db1ff8149c8.jpg,dress
Images/dress/c0c3899e5c4dcd1f897baf1f4daa4403.jpg,dress
Images/dress/d3d69c17cf32dff64bfd8d6b3f9f82c4.jpg,dress
Images/dress/9055381f46d63d67acca5051d7f341ea.jpg,dress
Images/dress/dcb0c4a9308ca3927ea38cb8311473d9.jpg,dress
Images/dress/802a488ee7d93567aa5331cbb7e358e8.jpg,dress
Images/dress/8e29a20019f3acacb8756559cc2f2854.jpg,dress
Images/dress/574e986ccf434bed900a429f966d4893.jpg,dress
Images/dress/e58cdaa7d49721fb53f85a7c9953951c.jpg,dress
Images/dress/60e7029f2ce2b496ef0d1f5acc6aab9c.jpg,dress
Images/dress/5356ca2917c35115ad94acc2ab6bfc02.jpg,dress
Images/dress/0f9a39d2428c29b0f0a3fbcdb1423bdc.jpg,dress
Images/dress/7fb37b96a2d8965de85b71f951b16634.jpg,dress
Images/dress/e6e3d18fc2cdd3e9359aa55b5071b0dc.jpg,dress
Images/dress/8bc0b15506ab2be0e2321477c5ce284b.jpg,dress
Images/dress/82c7830a7a889d5439a8fbeff8e8d593.jpg,dress
Images/dress/166ec295d77ef64998b0b90ae6b9d848.jpg,dress
Images/dress/03f7e898952f6580729a87be1887bf5d.jpg,dress
Images/dress/243e6ce334c003213b5d303b258b13c2.jpg,dress
Images/dress/3c07f1276a810f277e1be1c61a40cc59.jpg,dress
Images/dress/0580c3b2796c47d84f20cb6304672019.jpg,dress
Images/dress/20af56eee9046ff8f769c02215efa488.jpg,dress
Images/dress/79c0ed4cbb6e441499b03c2d70ab78e0.jpg,dress
Images/dress/31c35d2895273b6d5efeba1b2c7e90b2.jpg,dress
Images/dress/45ef0b4bd05d9b986987ec0892b9083e.jpg,dress
Images/dress/815873640658104751ac525017940b04.jpg,dress
Images/dress/bc21145a54b0a8a5845925a2b51203ae.jpg,dress
Images/dress/c2baf9753e3af7c0de845a4c0eb1c091.jpg,dress
Images/dress/d45de789b8031cba60c74eba80569ad3.jpg,dress
Images/dress/922580088bfd3e3707a14c20d6cca8fa.jpg,dress
Images/dress/e3652bc02dd8d5efacf3a39aacea9003.jpg,dress
Images/dress/7e48216df22045a968aac8af0c050358.jpg,dress
Images/dress/ddcd329dfab3c2194da6a67de6e69f5c.jpg,dress
Images/dress/5a665b08d23b03125a1be4908bc53a3a.jpg,dress
Images/dress/20148dee0d53d9a0820c1e6f52e3ef7a.jpg,dress
Images/dress/943b5cbf24098a937eb1ae18babe996e.jpg,dress
Images/dress/e4cbf0079b2e12a379750cebffc98334.jpg,dress
Images/dress/4239743fbd52b3f81f1a8737efaea551.jpg,dress
Images/dress/c96a03a35e8bb8f8a626857861990570.jpg,dress
Images/dress/87e25a7790d2e7f8fd159e9dd28d0cba.jpg,dress
Images/dress/c1b7bd6805496edc900f0964d7d08744.jpg,dress
Images/dress/ca055c05b55edc80732c6286198a032a.jpg,dress
Images/dress/4da0baa9bb7fa1210a966aaa4bf1bb10.jpg,dress
