image_id,image_category
Images/outwear/086aae5d027768a794251fc434493494.jpg,outwear
Images/outwear/71b9b4d3f6a53d400f78ce9afc806444.jpg,outwear
Images/outwear/ac5bd5c4e31430a4adf95b0fb8a6d312.jpg,outwear
Images/outwear/d2e097a1b3231f0342f72b053b1bba74.jpg,outwear
Images/outwear/a070861b8031756ea6233d386bed5e36.jpg,outwear
Images/outwear/70c289df320415e40ab8d4d15aedaf62.jpg,outwear
Images/outwear/a9f7a92118e65678d54a4dc8951d00ca.jpg,outwear
Images/outwear/6f684f44749da0c58e81906962773f68.jpg,outwear
Images/outwear/aaec974987f77095fa70a12e17058dc0.jpg,outwear
Images/outwear/205c1d2169836cf97a7b4ef68b7ec076.jpg,outwear
Images/outwear/6a9d48f024462ae65b892d423389beb1.jpg,outwear
Images/outwear/1005b76cafd9b440199d6ef17a1d4b55.jpg,outwear
Images/outwear/aa832dd4528a3cf39174de1a7ed308c8.jpg,outwear
Images/outwear/a73ba2cb1808dc5ba42e6de58e55a01f.jpg,outwear
Images/outwear/9acc133c054b52bd345685954d7ce32e.jpg,outwear
Images/outwear/b5660134d7871309c299a898f56baafe.jpg,outwear
Images/outwear/2fd5ff6d69263c9cad12439e701148cc.jpg,outwear
Images/outwear/e6de007b3473982004aed2e21b8ca483.jpg,outwear
Images/outwear/95f34974d5db2fc93f094ee5b974a41a.jpg,outwear
Images/outwear/e8496b2d6ea85bf1b32f3992d9cd37d4.jpg,outwear
Images/outwear/eecd62ce7bf9a6e2a530d9e988d8dc4d.jpg,outwear
Images/outwear/f14cb1835c32d65c430a527aa2daf6a2.jpg,outwear
Images/outwear/884084054b2bb9ec80de97241cd4477e.jpg,outwear
Images/outwear/155d14f02bb2f061152b3c138bf05c5d.jpg,outwear
Images/outwear/887c2614d7086690a7f955eedeb3b238.jpg,outwear
Images/outwear/cf07d063b34bbc4a640467b392a9915f.jpg,outwear
Images/outwear/4fac5db7f5ac33a0cc5290f37d489d84.jpg,outwear
Images/outwear/59f0792876906612926a234cffd3fa52.jpg,outwear
Images/outwear/38483a49dc0484100773106a18b6f08a.jpg,outwear
Images/outwear/bb704fd376dae0dfe6918992b20841ff.jpg,outwear
Images/outwear/2a3fd4e6da94025469e95766d18e6172.jpg,outwear
Images/outwear/372eb72e54a6a3c37f48b52b5f07625d.jpg,outwear
Images/outwear/24da81fc6abed1ffe6824d1cb01113bf.jpg,outwear
Images/outwear/d816ff9a6a65539030a2295094d9241f.jpg,outwear
Images/outwear/cfc127b21098082cb3ec9461c331fe13.jpg,outwear
Images/outwear/f9131075cc6f46537b885530eccd7d65.jpg,outwear
Images/outwear/3458b27645c09ad19805329627083736.jpg,outwear
Images/outwear/fe06920d7397c8a972e4b38c532788b1.jpg,outwear
Images/outwear/f1bc16fafd2494571342696452f1761a.jpg,outwear
Images/outwear/29d3a1dfb9d5e9fae906f90523de7d57.jpg,outwear
Images/outwear/0468e5dff94e23bcc802abee433e596f.jpg,outwear
Images/outwear/ea121e503f6c397589a3aa2f9eaf02ef.jpg,outwear
Images/outwear/2f164b47d868378f6224a9699b38b3a3.jpg,outwear
Images/outwear/242d67fafe3e784570b702b8e1b1cd96.jpg,outwear
Images/outwear/f7729f5b09fb6b429ade46f35ccffdca.jpg,outwear
Images/outwear/0d5c88d919aa8bd7c0de2da8b1aee3a4.jpg,outwear
Images/outwear/3991163d0834524517a6bd6e696b7a8b.jpg,outwear
Images/outwear/ac17f44bda3e8d4f5d5363a234cc6c7d.jpg,outwear
Images/outwear/37f4d620ad617bee575c9ccbc1e17847.jpg,outwear
Images/outwear/54993a30bfe03e1eddcaac8d01244c02.jpg,outwear
Images/outwear/34b51930dde02c349092a677d968b48b.jpg,outwear
Images/outwear/d10ce4dcc13d704c94afc65ee7636d2e.jpg,outwear
Images/outwear/ef543db2005d41b4d02b1bb2a00c0c55.jpg,outwear
Images/outwear/e2c0378a8b3be86dac334949e5770921.jpg,outwear
Images/outwear/a4d98040b10e9c8990eed3f4b8d2d7ea.jpg,outwear
Images/outwear/685b3f1cb6679363b2ea68103d7dffb3.jpg,outwear
Images/outwear/80ada4ceceb9a66d65c5232209029d70.jpg,outwear
Images/outwear/c36d6d6150661201d945bfbd3984727c.jpg,outwear
Images/outwear/58e18c8d7862b8df1526c2e780035746.jpg,outwear
Images/outwear/85f71c9fbb26e9f8864a26338a33c685.jpg,outwear
Images/outwear/1290253c8dad37f1489e4e1d48a2aec2.jpg,outwear
Images/outwear/0428c2ad35835a916d4aadd37b2d32cc.jpg,outwear
Images/outwear/793d663c4d550f2c9f73612d43853f87.jpg,outwear
Images/outwear/aa2d1fb79646d71da0d5795d40d18753.jpg,outwear
Images/outwear/0083caa614deb9c93f07e232ee83d111.jpg,outwear
Images/outwear/e0c7bb5442202e29f232d9a01d1d98c3.jpg,outwear
Images/outwear/8e852389cddb0ff22ab7e37418462f37.jpg,outwear
Images/outwear/3e1c4e0d41a177092609e1f96071dbdd.jpg,outwear
Images/outwear/1c0ff5ff09f77f241a1d7e07df698638.jpg,outwear
