image_id,image_category
Images/skirt/20d141eefa589a50d150f6cd7164a16c.jpg,skirt
Images/skirt/4e688daddfc33d2334d77857d704c322.jpg,skirt
Images/skirt/880f6606022d564e096e608438219899.jpg,skirt
Images/skirt/384aa107fddf7beba3eff7ff0484fdc1.jpg,skirt
Images/skirt/8b0101339d0e322b167137c1ed262039.jpg,skirt
Images/skirt/4ecab259e857609c2350eb7cb311cc91.jpg,skirt
Images/skirt/1fb7570555ca12ab98e61294a765ca1f.jpg,skirt
Images/skirt/68602e1fe2766a0aa3e4ea267f33686f.jpg,skirt
Images/skirt/6d31d9f9e9251d128113370ff5ba8418.jpg,skirt
Images/skirt/1459dcba2c6175b24e6fcf64c193b633.jpg,skirt
Images/skirt/0be168e1c6856ea71dd407a7c50bab90.jpg,skirt
Images/skirt/2804b02394aa2a04a97b882099452558.jpg,skirt
Images/skirt/ed0ac950cfb559484f10e9129bb69aa8.jpg,skirt
Images/skirt/b273bce0211f4b7631d4aa54dbc8cd62.jpg,skirt
Images/skirt/1eba86cf560474be16513223164dd516.jpg,skirt
Images/skirt/d7e48ff0d538e7b440ea21130a04a91e.jpg,skirt
Images/skirt/e7d872d86ee43f70b111e9aadd55f051.jpg,skirt
Images/skirt/b7bf547e1f1a0fd0c011724989af816f.jpg,skirt
Images/skirt/cf8c1e11a56eb82c81c069a64787900e.jpg,skirt
Images/skirt/0d7b9dd0e099e0e5a6003605adbd77f7.jpg,skirt
Images/skirt/2b533961b3798b7b7d877f9b273be1fb.jpg,skirt
Images/skirt/a97ddf1b6e742bde868a2cc102ab7503.jpg,skirt
Images/skirt/7cb6e0d535432a1b8205d4a6a9ee4de9.jpg,skirt
Images/skirt/7d0d313001be9421f36d1b9164b68864.jpg,skirt
Images/skirt/d492945cf6476006530d7699d2999988.jpg,skirt
Images/skirt/45bc787103bee6d9a35ffb1e6c789392.jpg,skirt
Images/skirt/b82cac7acc5629a97478519b783b02cb.jpg,skirt
Images/skirt/38dee0b29a7ea9723bf3d69b6cf028ef.jpg,skirt
Images/skirt/8f01c373f80fe79d07d524aaf58cee11.jpg,skirt
Images/skirt/de857b620e0ae0c8e0a29b824e4de313.jpg,skirt
Images/skirt/4d4ddcc3f6b8d5343089cdb3f37063a2.jpg,skirt
Images/skirt/5b1b85c620f65d93889d4e5e8123697a.jpg,skirt
Images/skirt/f86b1ad6ec46325b8964180919360bf9.jpg,skirt
Images/skirt/84ec39e70c54993a06213c8510e1a4d3.jpg,skirt
Images/skirt/5ccf90652a06b3d630a5d35d8262cedb.jpg,skirt
Images/skirt/4d14224ea6eaa7efbeac1966d9c8b8cc.jpg,skirt
Images/skirt/dc74bbe87399e88a5946c53ea1ed920b.jpg,skirt
Images/skirt/462cd09d16ccfe2f3c8fe93666aba94c.jpg,skirt
Images/skirt/48800f31888bf20ef23968084710cb99.jpg,skirt
Images/skirt/81b69be14da7b5e10930275de25962e5.jpg,skirt
Images/skirt/4b0104485c824674314b5ad66871b02b.jpg,skirt
Images/skirt/072ea93199d8c0897da6e5be2e338acb.jpg,skirt
Images/skirt/ed5a7793dbe8db87b40ac0bab56aef20.jpg,skirt
Images/skirt/ef5638e7df1fe31cca5c4a07da07cb93.jpg,skirt
Images/skirt/96d1a395f6d33831895ff6ca77d940c1.jpg,skirt
