image_id,image_category
Images/blouse/155ee7793d159e227afb5f2e87ecf37b.jpg,blouse
Images/blouse/eb5e15695ba19647e22f3706eaff64f0.jpg,blouse
Images/blouse/176e9f307592aa532db64c46e03ebeb3.jpg,blouse
Images/blouse/a6a551e7da822ff06c2db9fc461a3e1d.jpg,blouse
Images/blouse/6ef9f5fa79be72ea6ce8a40c6b82712f.jpg,blouse
Images/blouse/52e536d423ad78f0a58f1c0c22916d28.jpg,blouse
Images/blouse/85182cb0cac7e4285e9dcd50338f18c0.jpg,blouse
Images/blouse/01f9983d1e84528ad8091804daf77937.jpg,blouse
Images/blouse/67da805d48aab90de9c3c53f7f18e71a.jpg,blouse
Images/blouse/46cff52bc34df1e65a1704319641b736.jpg,blouse
Images/blouse/9f344475e4af8d478ec3e822e51675e2.jpg,blouse
Images/blouse/9e8c29f51190111af1e332903ec89256.jpg,blouse
Images/blouse/3c2288c949b807a4174e811427b7937a.jpg,blouse
Images/blouse/8f36b6946301361856eddbac06b9454c.jpg,blouse
Images/blouse/f9ad6894f7006c37577a2a567f91ced8.jpg,blouse
Images/blouse/105fe93d07aff124fb3845cbd831e491.jpg,blouse
Images/blouse/2d4596015c6409f3f8bd9f843cc4ee7c.jpg,blouse
Images/blouse/cc3ea66ea689ab91a283d7364eb3e520.jpg,blouse
Images/blouse/34301204d88143956001c214f20f012c.jpg,blouse
Images/blouse/f84f49189d26420b8b3dfc4d5cd97e36.jpg,blouse
Images/blouse/b44053aa4c1a1a1c41ba369decde2dc2.jpg,blouse
Images/blouse/70448929dd93978c30e2729a51b85a86.jpg,blouse
Images/blouse/3dfeaf5c3dfb67a770e93ec470b8beea.jpg,blouse
Images/blouse/61b241d296807cbb7c541b0da35612b9.jpg,blouse
Images/blouse/07bcfd37f1500344ae9fc398cee74fb9.jpg,blouse
Images/blouse/e4183ae2613b81ca1f70bd0c016f18cc.jpg,blouse
Images/blouse/44e04e4fc007052f33d09d240998da04.jpg,blouse
Images/blouse/0d61d4be838ef591f1a0fb874db281df.jpg,blouse
Images/blouse/cc9242dbf050f21778499d23e39e2442.jpg,blouse
Images/blouse/34db69832cea2cc68409c2334e696d40.jpg,blouse
Images/blouse/0db82d03f64e3663def6782e600e28c8.jpg,blouse
Images/blouse/bbdda8190e1a50c078d2206b8fef7107.jpg,blouse
Images/blouse/c48a5162246838f72c73444c42366c66.jpg,blouse
Images/blouse/246f35e42f4a2bd8199d6a48a1fb61e7.jpg,blouse
Images/blouse/664f751e474b0a15f20f7a7b7f23493e.jpg,blouse
Images/blouse/d9f68d0ee1ab9a33bf9771875d04ecaa.jpg,blouse
Images/blouse/80a185facdd5fec3529303b0d53e6af7.jpg,blouse
Images/blouse/d985392fe3f0689b795499b014d080f1.jpg,blouse
Images/blouse/4623bfa718551c8aec615a96b34b2a8b.jpg,blouse
Images/blouse/76aef17fe8e8329ae9bc7ba85e9e1372.jpg,blouse
Images/blouse/b32f5e4b1a5a9299d018afb5398e0a09.jpg,blouse
Images/blouse/6444f9e5934e6282e124c06ac2d5afbb.jpg,blouse
Images/blouse/6be2e0c195d558d3394b8d958a081044.jpg,blouse
Images/blouse/2023df8ed4025d10836f225a9610ce6a.jpg,blouse
Images/blouse/5dcfe8c7ad0bb45ce70bb6c28964710a.jpg,blouse
Images/blouse/033c95daac0023b778bb7d5f5e65186e.jpg,blouse
Images/blouse/53eaddd83c79e3241d56c6225cf75c40.jpg,blouse
Images/blouse/e7e5b1c927d279fb518e5938e5f141bf.jpg,blouse
Images/blouse/bf1deb764e642eef6c413e831ec2455e.jpg,blouse
Images/blouse/3aad5547be61135dae4d71f0ca6a09e7.jpg,blouse
Images/blouse/3de38d72981384df89f44a2505ea1572.jpg,blouse
Images/blouse/caeddef07a5f6995af407e71b4559d36.jpg,blouse
Images/blouse/1d195fc7914487ddb0ddaa73e55e4fe7.jpg,blouse
Images/blouse/93cdfc699a81d70abdc19cdfd79bf695.jpg,blouse
Images/blouse/6cd8ab6dfaff1cabff802982efe6f315.jpg,blouse
Images/blouse/db07049630e2727f91f43fd065013745.jpg,blouse
Images/blouse/619125384c850db7372c343d26c13722.jpg,blouse
Images/blouse/39c2ca44abb390154d52e4562632eb04.jpg,blouse
Images/blouse/9648120df0bfb2dab4727cec49f345f9.jpg,blouse
Images/blouse/8d577c6d3f61d0c2148394098c3b7071.jpg,blouse
Images/blouse/0e97d69231ed8695961567cdd08543c9.jpg,blouse
Images/blouse/f78121b2f2cd1f8d686bd210ec343461.jpg,blouse
Images/blouse/af7521f117800f15767cc99067ce7e11.jpg,blouse
Images/blouse/b75987687f5a1a06d632d024cfd30805.jpg,blouse
Images/blouse/fc3060d9a5e30903c5c01ed1a2c03f9d.jpg,blouse
Images/blouse/dc520aba946f4ddc4abd12b8c6cbf5bb.jpg,blouse
Images/blouse/c250d2b9544557e4cd2233d5acd00c72.jpg,blouse
Images/blouse/5d6a069111f4d3565daea3855d46812a.jpg,blouse
Images/blouse/671462768737fe3a4968e47c6d7feeee.jpg,blouse
